aggregate;a;0,0;;;;;;
aggregated;a;0;;;;;;
aggregative;a;0;;;;;;
aggressive;a;0,0,0;;;;;;
aghast;a;0;;;;;;
agile;a;0,0;;;;;;
aging;a;0;;;;;;
agitated;a;0,0;;;;;;
agitating;a;0;;;;;;
agitative;a;0;;;;;;
agleam;a;0;;;;;;
aglitter;a;0;;;;;;
aglow;a;0;;;;;;
agnate;a;0;;;;;;
agnatic;a;0;;;;;;
agnostic;a;1,0;;;;;;
agnostical;a;0;;;;;;
ago;a;0;;;;;;
agog;a;0;;;;;;
agonadal;a;1;;;;;;
agonal;a;1;;;;;;
agone;a;0;;;;;;
agonised;a;0;;;;;;
agonising;a;0;;;;;;
agonistic;a;1,0,0;;;;;;
agonistical;a;0;;;;;;
agonized;a;0;;;;;;
agonizing;a;0;;;;;;
agoraphobic;a;0;;;;;;
agranulocytic;a;1;;;;;;
agraphic;a;1;;;;;;
agrarian;a;0;;;;;;
agreeable;a;0,0,0;;;;;;
agreed;a;0;;;;;;
agrestic;a;0,0;;;;;;
agricultural;a;1,0;;;;;;
agrobiologic;a;1;;;;;;
agrobiological;a;1;;;;;;
agrologic;a;1;;;;;;
agrological;a;1;;;;;;
agronomic;a;1;;;;;;
agronomical;a;1;;;;;;
aground;a;0;;;;;;
agrypnotic;a;1;;;;;;
aguish;a;0;;;;;;
ahead;a;0;;;;;;
ahistorical;a;1;;;;;;
ahorse;a;0;;;;;;
ahorseback;a;0;;;;;;
aided;a;0;;;;;;
ailing;a;0;;;;;;
aimless;a;0,0;;;;;;
ain;a;0;;;;;;
air-breathing;a;1;;;;;;
air-conditioned;a;0;;;;;;
air-cooled;a;0;;;;;;
air-dried;a;0;;;;;;
air-dry;a;0;;;;;;
air-filled;a;0;;;;;;
air-tight;a;0,0;;;;;;
air-to-air;a;0;;;;;;
air-to-ground;a;0;;;;;;
air-to-surface;a;0;;;;;;
airborne;a;0;;;;;;
aired;a;0;;;;;;
airheaded;a;0;;;;;;
airless;a;0;;;;;;
airlike;a;0;;;;;;
airsick;a;0;;;;;;
airtight;a;0,0;;;;;;
airworthy;a;0;;;;;;
airy;a;0,0,0,0;;;;;;
ajar;a;0;;;;;;
akimbo;a;0;;;;;;
akin;a;0,0;;;;;;
alabaster;a;1;;;;;;
alabastrine;a;1;;;;;;
alacritous;a;0;;;;;;
alar;a;1,0;;;;;;
alarmed;a;0;;;;;;
alarming;a;0;;;;;;
alary;a;0;;;;;;
alaskan;a;1;;;;;;
alate;a;0;;;;;;
alated;a;0;;;;;;
albanian;a;1;;;;;;
albescent;a;0;;;;;;
albigensian;a;1;;;;;;
albinal;a;1;;;;;;
albinic;a;1;;;;;;
albinistic;a;1;;;;;;
albinotic;a;1;;;;;;
albitic;a;1;;;;;;
albuminous;a;1;;;;;;
albuminuric;a;1;;;;;;
alcalescent;a;0;;;;;;
alchemic;a;1;;;;;;
alchemical;a;1;;;;;;
alchemistic;a;1;;;;;;
alchemistical;a;1;;;;;;
alcohol-dependent;a;0;;;;;;
alcohol-soluble;a;0;;;;;;
alcoholic;a;0,0;;;;;;
aldehydic;a;1;;;;;;
aldermanic;a;1;;;;;;
aldermanly;a;1;;;;;;
aleatory;a;0;;;;;;
alert;a;0,0,0;;;;;;
aleuronic;a;1;;;;;;
aleutian;a;1;;;;;;
alexandrian;a;1;;;;;;
alexic;a;1;;;;;;
alfresco;a;0;;;;;;
algal;a;1;;;;;;
algebraic;a;1;;;;;;
algebraical;a;1;;;;;;
algerian;a;1;;;;;;
algid;a;0;;;;;;
algoid;a;1;;;;;;
